5.23E+18;2.98E+13;5.23E+02;2.98E-02
5.25E+18;8.13E+13;5.25E+02;8.13E-02
5.27E+18;1.25E+14;5.27E+02;1.25E-01
5.28E+18;1.08E+14;5.28E+02;1.08E-01
5.30E+18;5.06E+13;5.30E+02;5.06E-02
5.31E+18;5.56E+13;5.31E+02;5.56E-02
5.33E+18;9.99E+13;5.33E+02;9.99E-02
5.34E+18;1.00E+14;5.34E+02;1.00E-01
5.36E+18;5.61E+13;5.36E+02;5.61E-02
5.38E+18;2.20E+13;5.38E+02;2.20E-02
5.39E+18;7.12E+13;5.39E+02;7.12E-02
5.41E+18;9.13E+13;5.41E+02;9.13E-02
5.42E+18;7.47E+13;5.42E+02;7.47E-02
5.44E+18;4.36E+13;5.44E+02;4.36E-02
5.45E+18;3.61E+13;5.45E+02;3.61E-02
5.47E+18;3.51E+13;5.47E+02;3.51E-02
5.48E+18;1.14E+13;5.48E+02;1.14E-02
5.50E+18;2.66E+13;5.50E+02;2.66E-02
5.52E+18;5.63E+13;5.52E+02;5.63E-02
5.53E+18;5.93E+13;5.53E+02;5.93E-02
5.55E+18;3.32E+13;5.55E+02;3.32E-02
5.56E+18;1.29E+13;5.56E+02;1.29E-02
5.58E+18;4.26E+13;5.58E+02;4.26E-02
5.59E+18;4.68E+13;5.59E+02;4.68E-02
5.61E+18;2.05E+13;5.61E+02;2.05E-02
5.63E+18;2.25E+13;5.63E+02;2.25E-02
5.64E+18;5.66E+13;5.64E+02;5.66E-02
5.66E+18;6.26E+13;5.66E+02;6.26E-02
5.67E+18;3.70E+13;5.67E+02;3.70E-02
5.69E+18;1.46E+13;5.69E+02;1.46E-02
5.70E+18;4.93E+13;5.70E+02;4.93E-02
5.72E+18;6.17E+13;5.72E+02;6.17E-02
5.73E+18;4.59E+13;5.73E+02;4.59E-02
5.75E+18;3.44E+13;5.75E+02;3.44E-02
5.77E+18;5.69E+13;5.77E+02;5.69E-02
5.78E+18;6.76E+13;5.78E+02;6.76E-02
5.80E+18;5.32E+13;5.80E+02;5.32E-02
5.81E+18;3.91E+13;5.81E+02;3.91E-02
5.83E+18;5.55E+13;5.83E+02;5.55E-02
5.84E+18;6.49E+13;5.84E+02;6.49E-02
5.86E+18;4.95E+13;5.86E+02;4.95E-02
5.88E+18;2.86E+13;5.88E+02;2.86E-02
5.89E+18;4.27E+13;5.89E+02;4.27E-02
5.91E+18;5.33E+13;5.91E+02;5.33E-02
5.92E+18;3.85E+13;5.92E+02;3.85E-02
5.94E+18;7.46E+12;5.94E+02;7.46E-03
5.95E+18;2.60E+13;5.95E+02;2.60E-02
5.97E+18;3.59E+13;5.97E+02;3.59E-02
5.98E+18;1.92E+13;5.98E+02;1.92E-02
6.00E+18;1.45E+13;6.00E+02;1.45E-02
6.02E+18;4.56E+13;6.02E+02;4.56E-02
6.03E+18;5.64E+13;6.03E+02;5.64E-02
6.05E+18;4.22E+13;6.05E+02;4.22E-02
6.06E+18;1.64E+13;6.06E+02;1.64E-02
6.08E+18;1.98E+13;6.08E+02;1.98E-02
6.09E+18;2.51E+13;6.09E+02;2.51E-02
6.11E+18;2.71E+13;6.11E+02;2.71E-02
6.13E+18;5.41E+13;6.13E+02;5.41E-02
6.14E+18;7.87E+13;6.14E+02;7.87E-02
6.16E+18;7.69E+13;6.16E+02;7.69E-02
6.17E+18;4.38E+13;6.17E+02;4.38E-02
6.19E+18;9.28E+12;6.19E+02;9.28E-03
6.20E+18;5.20E+13;6.20E+02;5.20E-02
6.22E+18;6.78E+13;6.22E+02;6.78E-02
6.23E+18;4.85E+13;6.23E+02;4.85E-02
6.25E+18;1.13E+13;6.25E+02;1.13E-02
6.27E+18;3.94E+13;6.27E+02;3.94E-02
6.28E+18;5.80E+13;6.28E+02;5.80E-02
6.30E+18;4.52E+13;6.30E+02;4.52E-02
6.31E+18;1.43E+13;6.31E+02;1.43E-02
6.33E+18;2.99E+13;6.33E+02;2.99E-02
6.34E+18;4.23E+13;6.34E+02;4.23E-02
6.36E+18;2.61E+13;6.36E+02;2.61E-02
6.38E+18;1.98E+13;6.38E+02;1.98E-02
6.39E+18;5.28E+13;6.39E+02;5.28E-02
6.41E+18;6.32E+13;6.41E+02;6.32E-02
6.42E+18;3.92E+13;6.42E+02;3.92E-02
6.44E+18;9.93E+12;6.44E+02;9.93E-03
6.45E+18;6.02E+13;6.45E+02;6.02E-02
6.47E+18;8.68E+13;6.47E+02;8.68E-02
6.48E+18;7.70E+13;6.48E+02;7.70E-02
6.50E+18;3.79E+13;6.50E+02;3.79E-02
6.52E+18;1.24E+13;6.52E+02;1.24E-02
6.53E+18;3.98E+13;6.53E+02;3.98E-02
6.55E+18;3.70E+13;6.55E+02;3.70E-02
6.56E+18;9.39E+12;6.56E+02;9.39E-03
6.58E+18;3.58E+13;6.58E+02;3.58E-02
6.59E+18;5.97E+13;6.59E+02;5.97E-02
6.61E+18;5.35E+13;6.61E+02;5.35E-02
6.63E+18;1.99E+13;6.63E+02;1.99E-02
6.64E+18;2.72E+13;6.64E+02;2.72E-02
6.66E+18;5.85E+13;6.66E+02;5.85E-02
6.67E+18;6.17E+13;6.67E+02;6.17E-02
6.69E+18;3.69E+13;6.69E+02;3.69E-02
6.70E+18;1.12E+13;6.70E+02;1.12E-02
6.72E+18;3.41E+13;6.72E+02;3.41E-02
6.73E+18;3.81E+13;6.73E+02;3.81E-02
6.75E+18;1.99E+13;6.75E+02;1.99E-02
6.77E+18;3.17E+13;6.77E+02;3.17E-02
6.78E+18;6.20E+13;6.78E+02;6.20E-02
6.80E+18;7.46E+13;6.80E+02;7.46E-02
6.81E+18;6.90E+13;6.81E+02;6.90E-02
6.83E+18;6.38E+13;6.83E+02;6.38E-02
6.84E+18;6.98E+13;6.84E+02;6.98E-02
6.86E+18;6.99E+13;6.86E+02;6.99E-02
6.88E+18;5.30E+13;6.88E+02;5.30E-02
6.89E+18;3.48E+13;6.89E+02;3.48E-02
6.91E+18;4.48E+13;6.91E+02;4.48E-02
6.92E+18;5.51E+13;6.92E+02;5.51E-02
6.94E+18;4.69E+13;6.94E+02;4.69E-02
6.95E+18;4.12E+13;6.95E+02;4.12E-02
6.97E+18;6.38E+13;6.97E+02;6.38E-02
6.98E+18;7.94E+13;6.98E+02;7.94E-02
7.00E+18;6.28E+13;7.00E+02;6.28E-02
7.02E+18;2.38E+13;7.02E+02;2.38E-02
7.03E+18;7.22E+13;7.03E+02;7.22E-02
7.05E+18;1.28E+14;7.05E+02;1.28E-01
7.06E+18;1.34E+14;7.06E+02;1.34E-01
7.08E+18;7.05E+13;7.08E+02;7.05E-02
7.09E+18;8.61E+13;7.09E+02;8.61E-02
7.11E+18;2.60E+14;7.11E+02;2.60E-01
7.13E+18;4.27E+14;7.13E+02;4.27E-01
7.14E+18;5.30E+14;7.14E+02;5.30E-01
7.16E+18;5.36E+14;7.16E+02;5.36E-01
7.17E+18;4.42E+14;7.17E+02;4.42E-01
7.19E+18;2.83E+14;7.19E+02;2.83E-01
7.20E+18;1.13E+14;7.20E+02;1.13E-01
7.22E+18;4.70E+13;7.22E+02;4.70E-02
7.23E+18;1.03E+14;7.23E+02;1.03E-01
7.25E+18;9.85E+13;7.25E+02;9.85E-02
7.27E+18;5.24E+13;7.27E+02;5.24E-02
7.28E+18;3.13E+13;7.28E+02;3.13E-02
7.30E+18;6.26E+13;7.30E+02;6.26E-02
7.31E+18;7.21E+13;7.31E+02;7.21E-02
7.33E+18;6.20E+13;7.33E+02;6.20E-02
7.34E+18;5.35E+13;7.34E+02;5.35E-02
7.36E+18;5.66E+13;7.36E+02;5.66E-02
7.38E+18;6.02E+13;7.38E+02;6.02E-02
7.39E+18;5.68E+13;7.39E+02;5.68E-02
7.41E+18;4.42E+13;7.41E+02;4.42E-02
7.42E+18;2.57E+13;7.42E+02;2.57E-02
7.44E+18;3.33E+13;7.44E+02;3.33E-02
7.45E+18;6.12E+13;7.45E+02;6.12E-02
7.47E+18;7.68E+13;7.47E+02;7.68E-02
7.48E+18;6.94E+13;7.48E+02;6.94E-02
7.50E+18;4.13E+13;7.50E+02;4.13E-02
7.52E+18;6.37E+12;7.52E+02;6.37E-03
7.53E+18;2.62E+13;7.53E+02;2.62E-02
7.55E+18;3.97E+13;7.55E+02;3.97E-02
7.56E+18;3.76E+13;7.56E+02;3.76E-02
7.58E+18;2.95E+13;7.58E+02;2.95E-02
7.59E+18;2.39E+13;7.59E+02;2.39E-02
7.61E+18;1.76E+13;7.61E+02;1.76E-02
7.63E+18;8.82E+12;7.63E+02;8.82E-03
7.64E+18;1.12E+13;7.64E+02;1.12E-02
7.66E+18;1.57E+13;7.66E+02;1.57E-02
7.67E+18;1.72E+13;7.67E+02;1.72E-02
7.69E+18;2.57E+13;7.69E+02;2.57E-02
7.70E+18;3.55E+13;7.70E+02;3.55E-02
